order_id,customer_id,product_id,order_date,revenue
122,434,32,2021-09-10,18057.3
123,326,35,2022-01-24,13160.24
124,380,8,2023-03-24,3904.33
125,152,7,2022-11-30,10837.41
126,149,42,2021-03-15,8607.55
127,187,42,2022-03-22,7957.3
128,303,22,2023-04-11,18869.57
129,387,31,2023-08-14,11978.63
130,251,6,2021-10-12,12552.96
131,360,9,2022-08-13,17595.77
132,360,11,2022-11-25,12000.59
133,457,7,2021-03-05,570.73
134,393,49,2023-02-08,4465.9
135,338,22,2023-04-15,19158.35
136,397,35,2022-01-06,16660.28
137,460,20,2021-01-17,11220.46
138,461,48,2023-06-15,13515.13
139,5,16,2023-02-17,15477.46
140,379,23,2022-06-03,19941.41
141,477,45,2022-07-27,5385.3
142,308,3,2022-02-03,5536.65
143,233,7,2021-02-12,15383.33
144,423,26,2023-08-06,7052.08
145,446,20,2022-10-05,2563.49
146,2,17,2021-10-11,5078.83
147,457,46,2023-04-23,6537.38
148,16,44,2022-06-17,17967.08
149,107,10,2022-05-22,16084.29
150,289,15,2023-01-20,15660.09
151,171,32,2022-12-17,12498.85
152,280,30,2022-01-06,4062.62
153,130,41,2023-01-16,5398.56
154,335,40,2022-04-14,9398.76
155,455,43,2021-03-13,19924.8
156,197,15,2021-03-26,15070.61
157,301,43,2022-12-22,18493.59
158,46,23,2023-01-31,19646.63
159,437,1,2022-07-26,2463.05
160,124,50,2023-05-30,8345.08
161,141,44,2021-12-03,1144.19
162,80,23,2021-08-26,2476.86
163,482,28,2021-05-12,8736.89
164,109,31,2023-08-23,4148.72
165,428,42,2023-08-06,8620.68
166,430,33,2022-02-20,13401.17
167,348,8,2021-06-23,2590.42
168,178,18,2023-05-21,11205.89
169,105,50,2021-06-16,5934.1
170,89,25,2023-08-18,18043.63
171,136,14,2021-07-24,13821.92
172,125,13,2023-03-21,5404.44
173,478,7,2021-04-08,13170.01
174,459,39,2021-02-08,9202.09
175,338,9,2022-04-05,4316.23
176,121,45,2022-11-23,19974.6
177,356,42,2022-01-16,15862.17
178,193,45,2022-12-10,3302.12
179,229,14,2023-05-25,2154.7
180,268,18,2022-12-13,6855.47
181,54,16,2023-03-26,7789.19
182,145,7,2022-10-13,9397.82
183,190,41,2021-03-04,10620.15
184,164,16,2022-08-26,8450.13
185,111,46,2022-10-30,8999.14
186,484,7,2023-01-03,10897.37
187,211,25,2022-01-02,5611.23
188,213,1,2023-02-14,17399.53
189,408,26,2021-12-01,12158.04
190,125,8,2022-09-15,17283.94
191,329,40,2022-03-14,16517.32
192,269,42,2021-04-02,12930.62
193,49,11,2022-12-18,6603.01
194,397,34,2023-05-12,9306.66
195,273,32,2022-02-08,17659.81
196,100,21,2023-04-06,5303.04
197,23,3,2022-03-21,8499.5
198,441,27,2021-09-01,609.16
199,401,27,2021-02-23,15233.43
200,306,25,2021-06-19,11529.54
201,98,19,2022-09-23,19003.75
202,142,49,2022-06-26,5381.6
203,393,44,2023-07-26,2684.09
204,30,2,2022-02-28,4009.87
205,392,17,2021-10-30,3568.48
206,102,35,2022-12-18,11790.8
207,187,34,2021-02-15,9501.54
208,265,14,2023-01-07,5273.81
209,179,43,2022-08-02,517.09
210,256,2,2022-06-25,1420.96
211,48,32,2022-06-27,10703.71
212,200,21,2022-03-27,6497.22
213,27,26,2021-08-18,9156.32
214,253,33,2022-12-05,19345.07
215,390,9,2022-08-09,10543.58
216,352,29,2021-08-03,5329.09
217,220,47,2023-05-14,5216.55
218,13,22,2022-07-07,4401.38
219,486,34,2021-01-01,18189.23
220,273,44,2021-10-03,17168.47
221,303,48,2023-03-29,16191.52
222,286,49,2023-05-17,12839.23
223,437,1,2022-06-10,10485.0
224,134,11,2021-07-14,5380.95
225,1,39,2022-02-09,8502.87
226,321,14,2021-01-26,3136.57
227,405,4,2023-01-18,13113.42
228,320,5,2021-01-25,13434.04
229,454,29,2022-09-06,3765.8
230,217,40,2021-05-28,11685.5
231,290,42,2023-04-28,2976.18
232,419,6,2021-03-14,16441.05
233,159,25,2022-09-09,11403.29
234,433,3,2021-03-02,19366.5
235,365,43,2023-08-06,6081.3
236,275,21,2021-11-24,3186.23
237,324,41,2022-12-29,18521.84
238,166,36,2023-08-31,12288.56
239,431,24,2021-08-11,566.12
240,119,12,2021-10-28,5014.27
241,354,1,2022-03-16,3414.28
242,13,50,2023-04-20,8310.05
243,428,1,2021-05-27,1712.56
244,372,44,2022-02-03,12293.46
245,43,41,2022-11-08,11489.76
246,265,8,2022-02-28,18386.41
247,90,50,2021-02-12,4006.31
248,89,50,2021-06-09,12569.2
249,42,15,2023-08-20,9755.81
250,176,7,2021-02-20,2672.89
251,46,29,2022-05-22,7412.29
252,284,1,2022-09-13,4253.88
253,51,47,2023-01-13,12823.43
254,243,28,2023-04-28,1648.21
255,253,1,2021-06-01,9951.9
256,96,6,2021-03-12,6964.68
257,281,29,2022-11-03,19045.89
258,86,10,2022-01-30,12136.87
259,214,37,2023-09-02,3149.47
260,377,33,2022-05-15,18305.63
261,140,50,2023-05-12,13326.92
262,168,13,2021-07-07,13087.28
263,297,8,2021-07-02,2543.84
264,338,50,2023-03-08,19455.95
265,499,1,2023-01-22,5619.64
266,295,26,2022-10-06,13514.34
267,429,21,2021-02-13,11674.99
268,199,27,2022-02-27,12051.9
269,305,38,2022-11-14,6594.41
270,294,32,2021-01-02,13896.06
271,478,20,2021-05-21,16504.28
272,86,43,2023-06-12,4637.41
273,237,17,2022-02-06,3181.42
274,476,24,2023-09-15,9675.03
275,67,44,2023-03-11,7855.51
276,94,11,2021-09-10,14661.91
277,247,37,2023-07-24,3882.28
278,207,26,2023-03-13,8182.4
279,76,21,2021-11-20,13604.94
280,261,49,2021-02-22,6650.02
281,223,40,2021-05-09,9461.83
282,227,15,2023-05-31,2711.3
283,493,24,2021-05-23,2978.93
284,120,23,2022-09-01,13661.29
285,270,46,2021-09-01,10506.91
286,294,43,2021-02-19,17179.77
287,394,43,2023-05-10,13380.53
288,267,1,2023-07-03,3479.81
289,65,34,2023-03-22,3162.94
290,243,27,2022-02-01,4974.35
291,109,5,2023-02-04,18246.88
292,330,37,2023-08-15,8681.04
293,310,18,2023-07-11,15041.48
294,105,30,2021-04-03,9133.17
295,12,42,2022-08-04,16507.28
296,257,31,2021-02-01,14629.38
297,87,34,2022-02-16,13490.01
298,397,49,2021-02-09,7325.37
299,122,49,2022-01-17,19165.77
300,339,30,2023-01-29,3596.67
301,315,34,2023-05-04,12143.12
302,214,49,2023-03-18,4611.96
303,241,8,2023-04-20,508.87
304,413,17,2023-07-15,10389.44
305,393,13,2023-08-05,7246.93
306,500,14,2023-05-04,13492.35
307,268,45,2022-05-02,15359.57
308,365,18,2021-04-30,15129.24
309,499,46,2021-01-09,18314.08
310,258,19,2022-08-06,9084.71
311,364,40,2021-06-01,5192.09
312,5,8,2023-08-29,14603.38
313,428,38,2022-11-09,2064.8
314,313,40,2023-09-06,5028.09
315,116,3,2022-03-01,11066.42
316,401,43,2023-03-04,1975.74
317,440,24,2022-07-16,2870.69
318,211,10,2022-05-09,1991.14
319,101,29,2023-04-14,5074.95
320,451,14,2021-07-11,12650.21
321,173,16,2022-09-12,13517.01
322,8,17,2022-06-26,13551.78
323,169,50,2022-03-04,8711.24
324,213,28,2022-04-23,15414.59
325,181,27,2022-08-29,15919.99
326,153,12,2023-07-19,3853.44
327,362,34,2022-03-07,996.68
328,220,33,2022-06-29,9000.44
329,394,42,2023-08-09,12007.97
330,496,24,2022-11-30,11813.67
331,436,29,2022-05-31,9535.06
332,455,45,2022-08-30,14068.79
333,260,46,2021-07-03,2053.14
334,115,24,2021-03-16,12751.12
335,157,11,2021-04-07,5984.04
336,304,41,2023-01-28,17341.12
337,45,33,2021-07-31,9904.63
338,338,37,2023-02-01,3147.33
339,193,6,2021-08-17,11809.01
340,422,28,2021-03-03,17415.16
341,394,26,2021-09-01,11470.85
342,299,12,2021-04-19,11443.64
343,369,39,2021-07-12,15129.7
344,270,39,2023-08-14,3726.18
345,262,7,2023-04-29,19905.92
346,102,38,2021-03-26,3542.48
347,48,26,2023-01-27,7981.04
348,193,50,2021-04-22,15428.04
349,246,17,2022-04-06,12575.21
350,244,15,2022-05-22,9225.71
351,91,4,2022-02-09,7810.44
352,1,30,2022-08-12,9551.31
353,309,19,2022-10-22,1473.05
354,141,24,2021-05-04,11357.47
355,226,7,2022-10-21,4793.61
356,396,16,2021-12-06,9084.28
357,142,1,2021-05-05,19076.06
358,484,29,2021-12-11,10855.0
359,20,18,2021-05-14,16243.98
360,343,27,2023-04-27,11692.02
361,407,33,2022-09-14,5099.23
362,479,34,2023-07-09,15361.48
363,334,40,2021-08-05,3054.46
364,424,45,2022-07-04,18542.34
365,453,6,2022-06-22,10793.55
366,291,40,2023-06-01,1628.53
367,416,11,2021-09-23,17583.85
368,349,26,2021-08-10,12807.75
369,40,8,2023-06-08,9205.66
370,354,39,2021-03-09,5515.04
371,114,21,2021-04-02,6482.33
372,449,23,2023-06-16,10965.12
373,492,24,2023-01-21,12667.44
374,494,38,2022-10-17,13794.41
375,327,39,2022-05-21,13488.92
376,160,16,2021-09-29,8428.06
377,220,10,2022-02-19,18000.27
378,296,39,2021-11-08,8483.2
379,91,17,2021-07-04,13003.1
380,243,25,2023-06-27,9039.67
381,371,35,2023-03-08,4233.69
382,157,32,2023-09-02,11791.86
383,270,34,2021-04-28,15026.22
384,50,13,2021-07-28,8315.56
385,415,2,2021-11-04,14801.45
386,201,7,2021-12-18,13913.98
387,6,50,2023-09-15,10094.33
388,67,40,2023-02-13,11973.55
389,108,43,2021-07-29,13166.81
390,315,16,2023-01-13,10118.27
391,140,39,2023-06-20,18907.97
392,183,5,2021-05-21,2925.31
393,36,49,2022-06-09,16190.22
394,63,25,2021-10-10,3775.65
395,220,5,2023-08-31,10189.92
396,439,30,2022-11-21,4603.73
397,81,8,2021-05-31,19864.04
398,124,7,2023-02-28,4524.48
399,460,49,2021-08-17,3364.68
400,50,15,2022-12-31,2639.91
401,139,27,2021-05-15,9461.0
402,407,2,2022-12-11,16245.57
403,271,26,2022-02-01,754.87
404,26,13,2021-03-03,14520.05
405,384,35,2022-12-25,7751.8
406,374,14,2022-05-03,19232.98
407,185,40,2023-08-03,6895.62
408,478,12,2021-07-07,9437.98
409,131,34,2021-12-03,9287.38
410,302,23,2023-07-30,12921.25
411,306,17,2022-03-23,5792.89
412,347,40,2023-05-20,542.59
413,99,44,2023-05-05,13310.79
414,445,39,2023-01-16,4842.19
415,132,23,2023-02-27,11197.69
416,480,27,2023-07-20,17373.88
417,255,30,2022-02-28,14408.6
418,481,5,2022-11-06,1687.04
419,197,46,2022-09-21,4636.77
420,353,36,2021-02-12,11707.3
421,306,35,2021-08-03,8621.94
422,210,31,2021-06-04,15416.5
423,99,35,2023-01-27,10905.04
424,330,15,2022-02-08,10326.65
425,282,35,2023-07-27,11030.04
426,58,12,2022-08-30,8171.61
427,358,47,2023-03-27,5539.45
428,471,42,2022-02-06,13104.34
429,65,27,2023-06-18,2215.49
430,87,9,2021-01-06,14554.31
431,280,2,2023-03-10,7523.61
432,62,23,2023-07-14,9941.44
433,105,30,2023-08-02,12655.72
434,40,15,2021-07-01,3405.95
435,303,15,2021-04-16,16371.29
436,17,12,2023-03-02,2792.27
437,284,49,2022-05-09,1190.1
438,455,27,2021-09-04,1285.39
439,391,19,2021-05-06,11197.63
440,278,3,2021-10-05,13962.47
441,416,41,2022-10-15,3414.57
442,141,8,2021-12-30,15931.78
443,107,7,2021-11-29,18720.39
444,246,45,2021-07-22,8553.22
445,108,39,2021-07-16,3167.68
446,401,49,2022-04-18,10552.92
447,279,3,2022-11-27,11272.96
448,395,41,2022-05-22,2119.26
449,410,14,2021-12-29,14658.64
450,135,42,2022-05-28,5632.3
451,406,49,2021-07-27,2177.1
452,9,5,2021-01-24,8910.39
453,57,24,2022-09-02,7421.46
454,312,36,2023-04-27,17216.97
455,420,33,2023-08-29,1637.61
456,112,27,2023-01-20,12830.9
457,396,8,2023-07-23,1906.64
458,348,5,2023-01-17,795.33
459,232,40,2021-02-17,8738.82
460,70,24,2022-06-27,8202.72
461,286,29,2023-04-13,16063.23
462,238,48,2022-08-15,11755.34
463,28,3,2021-10-01,14540.06
464,392,20,2023-08-16,18648.8
465,95,3,2021-09-28,7036.25
466,390,26,2021-10-08,8138.96
467,260,20,2022-06-24,11397.48
468,382,39,2021-08-08,1000.39
469,393,37,2022-01-02,13944.31
470,206,47,2023-06-12,15621.36
471,202,38,2021-08-17,16675.32
472,488,29,2021-02-15,17631.05
473,42,23,2022-02-21,9591.93
474,193,27,2022-12-20,2568.27
475,405,7,2021-04-13,19692.94
476,499,46,2022-04-14,15494.53
477,211,17,2023-03-21,10963.98
478,76,25,2023-06-08,7767.85
479,60,8,2022-11-13,6939.24
480,97,48,2021-03-07,4709.64
481,214,36,2023-05-14,2061.96
482,431,17,2021-03-09,13439.89
483,346,43,2021-12-25,2786.88
484,404,9,2023-06-08,5414.09
485,143,12,2022-10-29,18708.51
486,279,22,2021-11-06,12850.37
487,185,50,2023-04-09,5388.26
488,463,32,2021-09-12,13951.09
489,232,47,2023-02-27,9319.36
490,85,8,2022-08-05,14007.85
491,373,20,2022-04-09,4772.84
492,465,10,2021-04-19,10180.26
493,50,41,2022-11-09,18981.66
494,382,37,2023-06-16,10192.16
495,175,4,2022-12-25,5909.85
496,427,41,2022-10-26,6289.7
497,424,13,2021-02-10,10353.53
498,279,27,2021-07-30,4852.75
499,495,20,2022-07-19,2159.93
500,45,46,2022-11-17,16396.72
501,486,40,2022-10-29,18595.84
502,408,31,2021-04-26,6845.14
503,452,50,2023-09-16,12774.55
504,160,45,2022-10-29,8502.66
505,439,27,2023-01-10,18896.14
506,15,34,2023-06-03,17956.05
507,51,23,2021-11-22,2888.94
508,176,45,2023-02-07,5502.39
509,252,15,2022-07-29,12855.3
510,328,49,2022-10-20,15403.89
511,196,49,2022-04-14,4906.09
512,374,12,2023-07-10,16756.31
513,258,39,2021-02-27,19247.22
514,99,3,2022-07-15,9198.02
515,153,27,2022-08-15,17738.41
516,347,15,2022-04-11,18802.11
517,160,2,2023-05-27,14111.57
518,210,37,2022-07-22,4611.13
519,64,21,2021-09-03,18350.07
520,62,48,2022-08-12,4367.25
521,200,3,2022-05-03,4079.23
522,40,12,2022-12-16,6391.95
523,96,13,2022-03-14,18412.36
524,286,5,2023-04-17,9863.52
525,85,17,2023-08-18,2443.25
526,484,23,2021-04-30,11025.99
527,470,5,2021-01-17,14463.98
528,17,25,2021-02-08,18586.89
529,376,49,2021-01-04,11337.21
530,267,22,2021-09-20,1546.98
531,252,9,2021-04-23,9938.68
532,199,31,2022-03-16,16664.03
533,44,20,2023-04-07,6480.36
534,230,2,2021-06-12,6379.39
535,329,33,2023-07-02,12172.2
536,285,48,2022-04-30,7550.87
537,194,8,2022-10-30,2219.29
538,18,47,2021-04-20,18537.55
539,388,10,2023-03-02,2803.02
540,114,7,2022-10-10,14830.55
541,332,1,2022-09-26,13047.71
542,294,33,2022-03-05,1699.53
543,489,26,2022-04-02,14838.85
544,318,4,2023-05-07,15279.73
545,325,5,2021-04-10,15637.54
546,99,30,2023-01-09,11427.24
547,323,15,2023-05-09,19287.74
548,273,4,2022-12-29,13318.17
549,111,47,2021-11-23,16919.41
550,20,22,2022-10-11,14907.88
551,119,33,2022-03-11,18847.55
552,453,48,2022-02-10,16496.37
553,89,38,2023-05-12,4664.65
554,436,47,2022-12-01,1467.12
555,81,36,2023-01-20,7729.55
556,63,40,2023-09-18,19555.18
557,363,5,2022-12-30,9081.96
558,449,38,2021-12-13,16433.86
559,398,47,2021-06-09,13474.25
560,450,36,2022-07-06,9544.16
561,376,35,2023-07-13,19601.64
562,15,40,2022-08-31,4238.62
563,230,7,2021-12-22,11747.08
564,294,21,2021-02-25,11042.97
565,170,5,2022-04-30,1467.02
566,186,43,2023-03-06,16282.31
567,102,35,2021-06-09,13415.57
568,306,15,2021-04-03,1121.24
569,163,37,2023-04-29,12786.5
570,252,5,2021-07-08,6666.89
571,372,2,2022-07-27,16020.38
572,23,36,2021-07-18,10692.8
573,297,37,2021-09-18,2365.64
574,91,4,2021-09-13,12273.65
575,450,47,2021-03-19,11635.65
576,451,4,2021-11-23,9382.11
577,418,1,2021-05-16,3625.1
578,233,14,2023-07-31,7996.32
579,209,44,2021-06-19,9679.78
580,359,16,2021-09-24,12230.28
581,207,25,2022-06-23,5827.5
582,162,30,2023-07-06,12444.54
583,278,11,2023-02-25,5004.59
584,162,7,2021-09-25,19548.31
585,165,22,2021-12-28,17779.56
586,451,36,2023-04-27,7777.76
587,192,49,2023-03-21,18811.58
588,118,22,2021-09-08,19042.24
589,295,10,2021-06-12,6254.4
590,167,39,2021-03-12,5060.3
591,287,38,2022-02-07,5978.71
592,495,25,2023-03-25,8990.87
593,289,50,2022-11-04,5533.03
594,497,35,2022-09-17,10571.22
595,79,30,2022-06-23,19397.49
596,408,26,2022-01-14,9268.98
597,147,18,2023-09-04,10189.34
598,46,12,2021-10-07,3713.25
599,200,47,2023-08-25,4081.73
600,336,16,2022-04-26,18459.45
601,284,47,2022-08-24,10672.46
602,138,3,2022-07-14,9125.43
603,125,10,2022-04-20,1573.3
604,360,11,2022-12-23,10765.78
605,259,13,2022-04-26,10105.57
606,469,27,2021-01-25,15599.74
607,167,13,2021-08-25,7772.68
608,21,26,2023-08-28,18570.21
609,496,6,2021-11-23,2374.5
610,320,47,2022-09-22,16303.12
611,154,41,2021-05-02,16804.36
612,114,28,2022-06-18,15815.04
613,441,29,2022-11-16,13012.31
614,30,25,2021-11-16,16852.88
615,373,15,2023-08-20,4066.64
616,346,30,2022-12-25,1772.68
617,483,14,2022-05-27,4911.65
618,146,11,2023-09-17,3756.24
619,233,47,2022-11-01,9510.09
620,226,14,2023-08-06,5581.98
621,496,6,2021-12-17,12984.46
622,21,2,2022-01-06,18429.31
623,252,27,2022-07-04,14450.96
624,191,9,2021-08-15,5720.22
625,378,14,2023-03-08,16255.69
626,284,15,2021-01-10,836.26
627,406,31,2022-09-15,17244.31
628,223,8,2022-07-16,7752.91
629,93,48,2021-05-05,871.87
630,497,22,2022-02-22,1524.39
631,482,33,2022-08-26,17045.34
632,310,22,2021-08-09,19328.21
633,404,20,2021-07-14,8245.78
634,159,46,2023-07-16,7577.51
635,480,19,2021-10-15,8096.17
636,216,32,2023-07-26,18775.27
637,416,21,2021-08-30,18895.21
638,6,34,2021-11-20,4736.64
639,144,3,2021-09-19,9599.02
640,445,44,2023-02-18,2448.5
641,438,39,2021-01-30,7795.01
642,322,16,2021-03-11,15798.46
643,313,16,2022-11-21,18223.96
644,263,36,2022-02-19,12442.95
645,49,34,2022-11-20,2326.35
646,7,37,2021-12-21,6458.16
647,435,32,2022-02-04,15970.32
648,171,49,2021-08-03,13042.9
649,377,6,2023-05-29,3097.45
650,182,15,2023-05-14,6048.58
651,244,13,2021-11-02,4188.52
652,4,44,2021-06-11,8717.94
653,9,3,2022-07-26,9698.15
654,74,15,2022-03-13,4640.1
655,431,18,2023-05-10,13319.04
656,334,4,2022-03-26,13794.53
657,76,33,2022-04-11,11637.07
658,224,44,2022-08-28,7426.65
659,112,21,2022-04-15,8685.78
660,40,19,2021-10-13,5254.35
661,455,18,2022-08-23,19675.32
662,483,39,2022-05-01,8681.6
663,407,4,2023-04-16,2095.87
664,349,15,2022-08-04,15874.65
665,260,44,2022-08-29,4711.17
666,423,21,2022-10-10,2204.59
667,420,18,2022-02-06,9071.37
668,282,15,2023-07-16,2838.25
669,410,30,2022-10-09,13956.11
670,199,42,2021-10-21,2432.35
671,451,50,2022-06-30,14845.93
672,85,6,2023-01-02,6104.33
673,462,34,2023-01-17,10426.87
674,105,3,2022-01-17,9750.55
675,271,43,2022-02-27,3797.62
676,306,23,2021-01-31,9287.44
677,19,35,2021-11-23,17510.96
678,116,41,2022-02-19,12962.04
679,276,23,2021-02-15,18869.28
680,250,47,2022-10-11,1763.69
681,411,16,2022-08-01,7804.49
682,241,27,2022-03-23,10996.88
683,298,17,2023-02-17,8748.16
684,454,1,2021-06-11,18919.27
685,246,2,2022-02-11,7236.83
686,339,42,2023-04-26,17176.32
687,285,21,2021-02-15,8732.13
688,172,21,2021-11-15,9954.2
689,20,25,2022-01-07,19622.42
690,332,44,2021-05-19,15227.76
691,143,4,2022-10-06,9629.07
692,303,49,2023-02-16,1368.98
693,320,9,2022-01-07,14517.24
694,181,12,2023-08-01,16153.2
695,51,23,2021-02-26,14019.05
696,416,25,2022-04-08,17087.72
697,465,40,2021-09-24,10435.48
698,444,22,2021-09-20,15343.16
699,27,44,2021-10-10,12528.6
700,305,3,2022-04-15,3065.48
701,52,40,2021-06-13,12595.59
702,389,4,2021-09-09,11607.61
703,334,9,2022-03-09,16561.2
704,264,14,2021-11-10,13343.65
705,72,50,2022-04-19,806.32
706,262,31,2023-06-05,6117.36
707,58,28,2022-10-20,7851.56
708,477,5,2021-11-25,6523.98
709,241,19,2022-10-16,9891.04
710,310,1,2023-04-23,17453.12
711,183,9,2022-04-16,16312.23
712,341,6,2022-09-12,12671.49
713,295,23,2022-07-06,13934.06
714,394,22,2022-07-18,7486.66
715,264,13,2023-05-08,3168.72
716,418,22,2022-08-05,12512.71
717,289,16,2021-03-05,16299.36
718,139,48,2023-05-20,5695.21
719,227,21,2023-05-29,16189.89
720,152,36,2023-05-10,2708.12
721,493,1,2022-04-21,19852.96
722,17,8,2022-09-18,833.88
723,479,40,2021-05-01,16427.38
724,289,9,2022-12-23,5940.03
725,185,47,2021-12-19,9781.89
726,163,44,2023-04-10,18109.45
727,67,36,2021-06-30,7958.05
728,344,44,2021-06-02,18452.69
729,291,21,2023-04-30,18657.94
730,130,26,2022-06-20,8314.82
731,338,8,2021-05-25,4839.98
732,120,32,2022-03-29,16724.44
733,115,13,2023-02-01,6130.16
734,442,42,2022-12-18,17265.18
735,92,12,2021-12-09,8296.3
736,369,39,2023-03-21,6999.91
737,482,23,2023-06-06,17062.85
738,90,22,2022-03-13,17620.18
739,54,30,2022-07-11,17656.85
740,492,17,2023-09-21,6995.46
741,356,42,2023-07-15,14719.39
742,204,35,2021-10-26,4280.43
743,457,36,2022-01-11,6477.57
744,1,19,2022-06-05,4957.73
745,324,5,2021-07-26,16860.88
746,143,12,2022-02-25,13159.14
747,98,42,2021-01-11,17427.26
748,423,41,2021-09-22,4723.58
749,30,42,2023-02-24,9824.04
750,255,12,2022-10-20,15639.19
751,138,37,2021-10-19,3502.93
752,249,42,2022-04-04,9204.03
753,241,2,2021-05-24,10791.78
754,228,26,2021-08-31,8292.57
755,488,19,2022-09-20,12856.35
756,318,10,2023-04-09,8811.86
757,425,25,2023-05-09,7630.93
758,106,20,2021-12-22,7417.58
759,105,11,2022-05-19,16255.32
760,359,2,2022-04-25,17147.38
761,440,1,2021-07-06,1369.49
762,207,26,2023-02-07,17681.86
763,123,45,2021-08-21,1416.28
764,130,26,2022-03-05,16376.89
765,156,44,2022-07-27,3965.08
766,14,43,2021-09-04,7640.51
767,293,23,2022-01-03,17485.1
768,474,18,2021-06-24,791.5
769,97,20,2021-07-19,16761.48
770,165,19,2023-05-09,4800.0
771,484,29,2021-02-14,13967.39
772,136,17,2021-08-09,8734.86
773,295,34,2021-09-14,674.07
774,49,8,2021-11-30,19068.22
775,77,45,2023-01-09,2654.31
776,461,14,2022-09-03,2466.77
